pin14,street_number,dir,street_name,type,sq_ft,ward,community_area,zoning_classification,tif_district
20164180030000,251,W,61ST,PL,3436,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20174020150000,5925,S,ABERDEEN,ST,3120,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174010330000,5922,S,ABERDEEN,ST,3104,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172250210000,5840,S,ABERDEEN,ST,3110,16,ENGLEWOOD,M1-1,Englewood Neighborhood
20172260130000,5837,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172250130000,5804,S,ABERDEEN,ST,3107,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172180240000,5759,S,ABERDEEN,ST,2956,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172170470000,5754,S,ABERDEEN,ST,4144,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174230660000,807,W,61ST,,856,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230630000,807,W,61ST,ST,822,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230750000,807,W,61ST,,886,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230710000,807,W,61ST,,283,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230730000,807,W,61ST,ST,894,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230690000,807,W,61ST,ST,269,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230700000,807,W,61ST,,249,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230640000,807,W,61ST,ST,820,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20164180070000,254,W,62,ST,2945,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20172180140000,5731,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172180120000,5727,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172170310000,5710,S,ABERDEEN,ST,3109,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172170280000,5702,S,ABERDEEN,,3109,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172090430000,5650,S,ABERDEEN,ST,3108,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172090420000,5648,S,ABERDEEN,,3108,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172100140000,5635,S,ABERDEEN,ST,3367,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172010280000,5534,S,ABERDEEN,ST,3087,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174080440000,1144,W,61ST,ST,3001,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163200180000,426,W,62ND,ST,4834,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20174080450000,1140,W,61ST,ST,3001,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163200320000,440,W,62ND,ST,1575,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163220110000,517,W,62ND,ST,3528,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163220100000,519,W,62ND,ST,2694,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163220090000,523,W,62ND,ST,3715,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163190200000,544,W,62ND,ST,4239,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20174090400000,1112,W,61ST,ST,2976,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210550000,609,W,62ND,ST,3949,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174180030000,1053,W,61ST,ST,5927,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210540000,613,W,62ND,ST,5979,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163180760000,618,W,62ND,ST,3201,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210500000,625,W,62ND,ST,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163160360000,6106,S,NORMAL,BLVD,2999,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163160370000,6108,S,NORMAL,BLVD,2452,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210490000,627,W,62ND,ST,3133,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20211050290000,6324,S,NORMAL,BLVD,2674,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050300000,6326,S,NORMAL,BLVD,3749,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050310000,6330,S,NORMAL,AVE,2764,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050340000,6340,S,NORMAL,AVE,6328,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211060100000,6347,S,NORMAL,AVE,4433,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211060110000,6349,S,NORMAL,BLVD,6375,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050370000,6356,S,NORMAL,AVE,4690,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050380000,6358,S,NORMAL,BLVD,3164,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130020000,6405,S,NORMAL,BLVD,2555,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130040000,6411,S,NORMAL,AVE,3157,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130060000,6419,S,NORMAL,BLVD,4466,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130070000,6421,S,NORMAL,BLVD,3160,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130080000,6421,S,NORMAL,BLVD,3162,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130100000,6433,S,NORMAL,AVE,4785,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130130000,6441,S,NORMAL,AVE,3166,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20172020130000,5529,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20211120330000,6446,S,NORMAL,BLVD,2813,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20172020100000,5523,S,ABERDEEN,,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172010230000,5522,S,ABERDEEN,ST,3047,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20211130150000,6447,S,NORMAL,AVE,2946,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130160000,6447,S,NORMAL,AVE,1005,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120350000,6450,S,NORMAL,AVE,3751,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130180000,6453,S,NORMAL,AVE,4652,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211190280000,6518,S,NORMAL,BLVD,5044,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211210100000,6521,S,NORMAL,BLVD,4222,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211190300000,6524,S,NORMAL,BLVD,3801,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211210110000,6525,S,NORMAL,BLVD,3996,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211270100000,6600,S,NORMAL,BLVD,11402,6,ENGLEWOOD,RT-4,Englewood Neighborhood
20211290010000,6601,S,NORMAL,BLVD,4850,6,ENGLEWOOD,RT-4,Englewood Neighborhood
20211270240000,6620,S,NORMAL,BLVD,3451,6,ENGLEWOOD,RT-4,Englewood Neighborhood
20211290310000,6625,S,NORMAL,BLVD,3872,6,ENGLEWOOD,RT-4,Englewood Neighborhood
20163210470000,633,W,62ND,ST,3116,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210430000,649,W,62ND,ST,3740,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163180630000,654,W,62ND,ST,6330,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163180600000,664,W,62ND,ST,3163,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210340000,667,W,62ND,ST,2561,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163210350000,667,W,62ND,ST,552,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174180040000,1047,W,61ST,ST,2964,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163180910000,668,W,62ND,ST,2642,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174180050000,1047,W,61ST,ST,2964,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174100390000,1044,W,61ST,ST,3001,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20211050080000,6327,S,PARNELL,AVE,4252,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211040160000,6328,S,PARNELL,AVE,4999,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050090000,6331,S,PARNELL,AVE,4127,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211040170000,6334,S,PARNELL,AVE,4187,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050120000,6339,S,PARNELL,,3162,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050140000,6345,S,PARNELL,AVE,3164,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211040230000,6352,S,PARNELL,AVE,3140,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050410000,6359,S,PARNELL,AVE,2345,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120010000,6401,S,PARNELL,AVE,5626,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211110060000,6404,S,PARNELL,AVE,3752,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211110070000,6408,S,PARNELL,AVE,3874,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120430000,6413,S,PARNELL,AVE,2439,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120060000,6415,S,PARNELL,AVE,2501,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120090000,6421,S,PARNELL,AVE,2500,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20174070240000,5918,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000080000,5917,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070230000,5916,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000070000,5915,S,HALSTED,ST,2803,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000060000,5913,S,HALSTED,ST,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070220000,5912,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20202290090000,6621,S,SANGAMON,ST,3111,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000050000,5911,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20202280220000,6610,S,SANGAMON,ST,4672,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20202210210000,6551,S,SANGAMON,ST,3095,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20211060160000,435,W,63RD,ST,9393,20,ENGLEWOOD,PD 280,Englewood Neighborhood
20202210200000,6549,S,SANGAMON,ST,3099,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20202210180000,6543,S,SANGAMON,,3099,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20163250230000,528,W,63RD,ST,3217,20,ENGLEWOOD,PD 280,Englewood Neighborhood
20163250220000,532,W,63RD,ST,3621,20,ENGLEWOOD,PD 280,Englewood Neighborhood
20202200340000,6524,S,SANGAMON,ST,3118,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20202200330000,6520,S,SANGAMON,ST,3120,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20202210010000,6501,S,SANGAMON,ST,2901,17,ENGLEWOOD,RS-3,Englewood Neighborhood
20211040020000,601,W,63RD,ST,2167,16,ENGLEWOOD,B3-3,Englewood Neighborhood
20202130150000,6447,S,SANGAMON,ST,3890,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202050190000,6357,S,SANGAMON,ST,6267,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202040380000,6354,S,SANGAMON,ST,6221,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20211060210000,6328,S,EGGLESTON,AVE,6253,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211060240000,6338,S,EGGLESTON,AVE,6252,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211140020000,6405,S,EGGLESTON,,2512,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211140090000,6427,S,EGGLESTON,AVE,2512,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130280000,6430,S,EGGLESTON,AVE,6149,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20215000520000,6435,S,EGGLESTON,AVE,7150,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211140370000,6435,S,EGGLESTON,AVE,3189,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130320000,6446,S,EGGLESTON,AVE,3044,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130330000,6446,S,EGGLESTON,AVE,5136,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211140160000,6447,S,EGGLESTON,AVE,2372,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211140170000,6449,S,EGGLESTON,AVE,7637,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211140410000,6457,S,EGGLESTON,AVE,1326,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20163000040000,5907,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000010000,5901,S,HALSTED,,2407,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000020000,5901,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000030000,5901,S,HALSTED,,2803,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070210000,5900,S,HALSTED,,5893,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070200000,5900,S,HALSTED,,8765,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20172310230000,5840,S,HALSTED,ST,18690,16,ENGLEWOOD,M1-2/M1-1,Englewood Neighborhood
20172310040000,5810,S,HALSTED,ST,31288,16,ENGLEWOOD,M1-2/M1-1,Englewood Neighborhood
20172150360000,5646,S,HALSTED,ST,6002,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150340000,5642,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150330000,5636,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150320000,5634,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150310000,5632,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150300000,5630,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150290000,5626,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150280000,5624,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150270000,5622,S,HALSTED,ST,3002,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20202050180000,6353,S,SANGAMON,ST,3893,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202040370000,6352,S,SANGAMON,ST,3801,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202040300000,6332,S,SANGAMON,ST,4676,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20172150260000,5618,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150250000,5616,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150240000,5614,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20163090190000,605,W,60TH,ST,4358,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20174280310000,6248,S,SANGAMON,ST,3115,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20211000140000,704,W,63RD,ST,1601,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20174230570000,806,W,63RD,PKWY,869,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20202060020000,833,W,63RD,ST,10501,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20174280300000,6244,S,SANGAMON,ST,3116,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174280290000,6242,S,SANGAMON,ST,3116,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20172150230000,5612,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20202010490000,1110,W,64TH,ST,2517,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174280280000,6240,S,SANGAMON,ST,3117,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20163020310000,600,W,60TH,ST,2480,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20174280270000,6238,S,SANGAMON,ST,3117,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20201070120000,6339,S,ELIZABETH,ST,3731,16,WEST ENGLEWOOD,RT-4,Englewood Neighborhood
20172150220000,5610,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150210000,5608,S,HALSTED,ST,3001,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172150200000,5602,S,HALSTED,ST,5763,20,ENGLEWOOD,B2-3,Englewood Neighborhood
20172070210000,5540,S,HALSTED,ST,5763,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20212040160000,343,W,64TH,ST,4707,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211130370000,449,W,64TH,ST,3281,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211050420000,516,W,64TH,ST,2344,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20174290100000,6225,S,SANGAMON,ST,2938,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174280220000,6224,S,SANGAMON,ST,3119,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20211100190000,627,W,64TH,ST,2661,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20174200450000,6158,S,SANGAMON,ST,3087,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174210120000,6131,S,SANGAMON,ST,3039,16,ENGLEWOOD,PD1177/C1-2,Englewood Neighborhood
20211100140000,651,W,64TH,ST,4202,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20211100130000,651,W,64TH,ST,4199,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20211030270000,660,W,64TH,ST,3851,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20174210010000,6101,S,SANGAMON,ST,3576,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174050260000,5955,S,SANGAMON,,3147,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174040340000,5940,S,SANGAMON,,4132,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174050140000,5923,S,SANGAMON,ST,3172,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172290060000,5819,S,SANGAMON,ST,4137,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172070200000,5538,S,HALSTED,ST,2281,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20172070150000,5526,S,HALSTED,ST,3002,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20172070120000,5516,S,HALSTED,ST,6004,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20172310170000,822,W,59TH,ST,6297,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20172300300000,840,W,59TH,ST,6179,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20174060510000,847,W,59TH,ST,12414,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20172300280000,850,W,59TH,ST,3090,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20172300260000,856,W,59TH,ST,2951,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20172290320000,906,W,59TH,ST,12335,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20172290310000,916,W,59TH,ST,6168,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20172290290000,924,W,59TH,ST,2893,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20174040090000,935,W,59TH,ST,3172,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20172280290000,940,W,59TH,ST,6178,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20163000100000,5925,S,HALE,,2801,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174040070000,941,W,59TH,ST,3999,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20172280280000,944,W,59TH,ST,6179,16,ENGLEWOOD,B3-1,Englewood Neighborhood
20202310140000,6637,S,GREEN,ST,3014,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202310130000,6637,S,GREEN,ST,6026,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202300280000,6626,S,GREEN,ST,3114,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202300180000,6600,S,GREEN,ST,3828,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202220290000,6518,S,GREEN,ST,1531,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202220280000,6518,S,GREEN,ST,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202220270000,6512,S,GREEN,ST,4632,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202140240000,6428,S,GREEN,ST,4353,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20172210140000,5743,S,SANGAMON,ST,3721,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172210120000,5735,S,SANGAMON,,3734,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172130160000,5649,S,SANGAMON,,3361,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172130150000,5645,S,SANGAMON,ST,3721,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202110230000,1018,W,65TH,ST,2716,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172120240000,5612,S,SANGAMON,ST,3138,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172130010000,5601,S,SANGAMON,ST,3893,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172050080000,5517,S,SANGAMON,ST,4665,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163130040000,547,W,60TH,PL,3019,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110030000,541,W,60TH,ST,4694,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110040000,537,W,60TH,ST,3523,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163130100000,535,W,60TH,PL,4514,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110060000,525,W,60TH,ST,7065,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110180000,524,W,60TH,PL,6638,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110070000,521,W,60TH,ST,3892,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163040210000,520,W,60TH,ST,5405,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110090000,517,W,60TH,ST,4131,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000800000,5932,S,UNION,AVE,3961,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000820000,5940,S,UNION,AVE,3972,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000910000,5960,S,UNION,,2823,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163040220000,516,W,60TH,ST,4165,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163130160000,511,W,60TH,PL,3757,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163110110000,501,W,60TH,ST,11864,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163140040000,447,W,60TH,PL,5691,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163140050000,443,W,60TH,PL,4491,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20212100250000,6546,S,ROSS,AVE,5472,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20212100240000,6542,S,ROSS,AVE,6035,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20163140100000,425,W,60TH,PL,2990,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20212060130000,220,W,65TH,ST,2916,20,ENGLEWOOD,RM-5,Englewood Neighborhood
20163140110000,423,W,60TH,PL,2992,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20212050360000,258,W,65TH,ST,2227,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211220080000,419,W,65TH,PL,5921,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211220070000,423,W,65TH,PL,6756,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211210050000,427,W,65TH,ST,5627,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211210120000,434,W,65TH,PL,3644,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211210030000,435,W,65TH,ST,7500,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120390000,500,W,65TH,ST,3921,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211190260000,512,W,65TH,PL,3164,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211120380000,512,W,65TH,ST,1185,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211200140000,515,W,65TH,PL,6358,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211190060000,515,W,65TH,ST,3294,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20164090340000,355,W,60TH,PL,2905,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164070020000,355,W,60TH,ST,4544,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20211190250000,516,W,65TH,PL,6324,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20211190050000,519,W,65TH,ST,3290,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20174220360000,6144,S,GREEN,ST,3177,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230160000,6143,S,GREEN,ST,3168,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230150000,6141,S,GREEN,ST,3169,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230140000,6139,S,GREEN,ST,3169,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230130000,6137,S,GREEN,ST,3169,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230120000,6135,S,GREEN,ST,3170,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174140420000,6050,S,GREEN,ST,3100,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174150350000,6039,S,GREEN,ST,2146,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174150070000,6031,S,GREEN,ST,3064,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174150080000,6001,S,GREEN,ST,3001,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174150090000,6001,S,GREEN,ST,3126,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174060460000,5958,S,GREEN,ST,2767,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174060430000,5950,S,GREEN,ST,3115,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174060350000,5930,S,GREEN,ST,3116,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174060320000,5922,S,GREEN,ST,3117,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20172310060000,5841,S,GREEN,ST,3043,16,ENGLEWOOD,M1-1,Englewood Neighborhood
20172300240000,5840,S,GREEN,ST,3106,16,ENGLEWOOD,M1-1,Englewood Neighborhood
20172220360000,5752,S,GREEN,ST,3108,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163070110000,727,W,60TH,ST,6406,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163070250000,722,W,60TH,PL,3165,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000480000,716,W,60TH,ST,1922,20,ENGLEWOOD,RS-3,Englewood Neighborhood
